aqi,aqiInfo,aqiLevel,bWendu,city,date,fengli,fengxiang,tianqi,yWendu
25,优,1,31,珠海,2017-10-03,微风,无持续风向,雷阵雨,25
30,优,1,33,珠海,2017-10-04,3-4级,东风,中到大雨~小到中雨,27
32,优,1,31,珠海,2017-10-05,4-5级,东风,中雨,26
41,优,1,31,珠海,2017-10-06,微风,无持续风向,多云,27
44,优,1,31,珠海,2017-10-07,微风,无持续风向,雷阵雨~多云,27
55,良,2,31,珠海,2017-10-08,微风,无持续风向,多云,27
37,优,1,30,珠海,2017-10-09,微风,无持续风向,雷阵雨,25
32,优,1,30,珠海,2017-10-10,4-5级,东风,多云~雷阵雨,26
30,优,1,31,珠海,2017-10-11,微风,无持续风向,多云,25
56,良,2,31,珠海,2017-10-12,3-4级,北风,多云,23
56,良,2,30,珠海,2017-10-13,4-5级,北风,多云,23
41,优,1,27,珠海,2017-10-14,5-6级,北风,阵雨~小到中雨,22
24,优,1,25,珠海,2017-10-15,7-8级,北风,大雨~大到暴雨,21
28,优,1,24,珠海,2017-10-16,4-5级,东风,中到大雨~中雨,21
35,优,1,28,珠海,2017-10-17,3-4级,东北风,阵雨~多云,21
52,良,2,28,珠海,2017-10-18,微风,无持续风向,晴,23
36,优,1,28,珠海,2017-10-19,3-4级,北风,多云,22
41,优,1,28,珠海,2017-10-20,3-4级,北风,多云,22
43,优,1,28,珠海,2017-10-21,3-4级,北风,多云~晴,21
61,良,2,25,珠海,2017-10-22,微风,无持续风向,晴,19
96,良,2,26,珠海,2017-10-23,3-4级,北风,多云,20
105,轻度污染,3,26,珠海,2017-10-24,微风,无持续风向,晴,22
78,良,2,28,珠海,2017-10-25,微风,无持续风向,多云,21
98,良,2,28,珠海,2017-10-26,微风,无持续风向,多云,23
103,轻度污染,3,28,珠海,2017-10-27,微风,无持续风向,晴,22
97,良,2,27,珠海,2017-10-28,微风,无持续风向,晴,21
81,良,2,27,珠海,2017-10-29,5-6级,北风,多云,20
74,良,2,26,珠海,2017-10-30,3-4级,北风,多云,19
93,良,2,25,珠海,2017-10-31,微风,无持续风向,多云,18
95,良,2,26,珠海,2017-11-01,微风,无持续风向,晴,19
104,轻度污染,3,27,珠海,2017-11-02,微风,无持续风向,多云,19
94,良,2,26,珠海,2017-11-03,3-4级,东风,多云,20
76,良,2,26,珠海,2017-11-04,5-6级,北风,阵雨~多云,19
115,轻度污染,3,25,珠海,2017-11-05,4-5级,东北风,阵雨~多云,20
94,良,2,25,珠海,2017-11-06,微风,无持续风向,小雨,21
68,良,2,26,珠海,2017-11-07,3-4级,北风,小到中雨~小雨,20
48,优,1,24,珠海,2017-11-08,微风,无持续风向,多云,21
67,良,2,28,珠海,2017-11-09,微风,无持续风向,多云,22
79,良,2,28,珠海,2017-11-10,微风,无持续风向,多云,22
73,良,2,27,珠海,2017-11-11,微风,无持续风向,多云,21
63,良,2,26,珠海,2017-11-12,3-4级,东风,小雨,20
35,优,1,26,珠海,2017-11-13,微风,无持续风向,多云,22
42,优,1,23,珠海,2017-11-14,微风,无持续风向,多云~小雨,21
39,优,1,25,珠海,2017-11-15,微风,无持续风向,多云,20
47,优,1,26,珠海,2017-11-16,微风,无持续风向,多云,21
47,优,1,27,珠海,2017-11-17,微风,无持续风向,多云~阴,20
54,良,2,23,珠海,2017-11-18,4-5级,北风,小雨,17
38,优,1,20,珠海,2017-11-19,4-5级,北风,阵雨~小雨,17
40,优,1,19,珠海,2017-11-20,4-5级,北风,阴,15
42,优,1,21,珠海,2017-11-21,3-4级,北风,阴~小雨,16
44,优,1,22,珠海,2017-11-22,4-5级,北风,阴,16
61,良,2,20,珠海,2017-11-23,4-5级,北风,多云,13
68,良,2,19,珠海,2017-11-24,3-4级,东北风,多云~小雨,14
68,良,2,16,珠海,2017-11-25,4-5级,北风,小雨,15
61,良,2,20,珠海,2017-11-26,3-4级,北风,多云,15
64,良,2,22,珠海,2017-11-27,3-4级,北风,多云,19
91,良,2,23,珠海,2017-11-28,微风,无持续风向,阴~多云,20
98,良,2,24,珠海,2017-11-29,微风,无持续风向,小雨~阴,19
88,良,2,23,珠海,2017-11-30,3-4级,北风,多云,16
45,优,1,22,珠海,2017-12-01,3-4级,北风,多云,18
45,优,1,25,珠海,2017-12-02,微风,无持续风向,多云,18
60,良,2,23,珠海,2017-12-03,3-4级,北风,多云,18
63,良,2,22,珠海,2017-12-04,3-4级,北风,多云,16
72,良,2,19,珠海,2017-12-05,3-4级,北风,阴~多云,16
70,良,2,22,珠海,2017-12-06,微风,无持续风向,多云,15
90,良,2,22,珠海,2017-12-07,微风,无持续风向,多云~晴,15
78,良,2,21,珠海,2017-12-08,4-5级,北风,多云,12
107,轻度污染,3,19,珠海,2017-12-09,微风,无持续风向,多云,12
153,中度污染,4,21,珠海,2017-12-10,3-4级,北风,多云,14
88,良,2,20,珠海,2017-12-11,微风,无持续风向,多云,14
98,良,2,20,珠海,2017-12-12,3-4级,东风,多云,16
57,良,2,21,珠海,2017-12-13,微风,无持续风向,多云~小雨,16
76,良,2,21,珠海,2017-12-14,3-4级,北风,阴,16
72,良,2,22,珠海,2017-12-15,微风,无持续风向,多云,14
42,优,1,17,珠海,2017-12-16,3-4级,北风,晴,10
52,良,2,15,珠海,2017-12-17,4-5级,北风,多云~晴,8
85,良,2,15,珠海,2017-12-18,5-6级,北风,多云,10
60,良,2,17,珠海,2017-12-19,4-5级,北风,晴~多云,9
61,良,2,16,珠海,2017-12-20,4-5级,北风,晴,8
63,良,2,19,珠海,2017-12-21,微风,无持续风向,多云,14
87,良,2,19,珠海,2017-12-22,微风,无持续风向,多云~阴,14
115,轻度污染,3,21,珠海,2017-12-23,微风,无持续风向,多云,15
107,轻度污染,3,21,珠海,2017-12-24,3-4级,北风,晴,13
94,良,2,20,珠海,2017-12-25,4-5级,北风,多云,13
116,轻度污染,3,22,珠海,2017-12-26,微风,无持续风向,多云,14
72,良,2,20,珠海,2017-12-27,微风,无持续风向,多云,15
90,良,2,21,珠海,2017-12-28,微风,无持续风向,多云,16
100,良,2,22,珠海,2017-12-29,微风,无持续风向,多云,15
69,良,2,22,珠海,2017-12-30,3-4级,北风,多云,14
68,良,2,20,珠海,2017-12-31,4-5级,北风,多云,14
119,轻度污染,3,21,珠海,2018-01-01,微风,无持续风向,多云,15
95,良,2,21,珠海,2018-01-02,微风,无持续风向,多云,15
58,良,2,22,珠海,2018-01-03,微风,无持续风向,多云~小雨,17
48,优,1,22,珠海,2018-01-04,微风,无持续风向,阴~小雨,18
68,良,2,19,珠海,2018-01-05,微风,无持续风向,阴~小雨,16
54,良,2,18,珠海,2018-01-06,微风,无持续风向,小雨,16
24,优,1,17,珠海,2018-01-07,3-4级,东北风,小到中雨~小雨,10
25,优,1,15,珠海,2018-01-08,3-4级,北风,小雨,7
63,良,2,11,珠海,2018-01-09,4-5级,北风,小雨,7
54,良,2,13,珠海,2018-01-10,4-5级,北风,阴,9
47,优,1,15,珠海,2018-01-11,4-5级,北风,多云,9
45,优,1,16,珠海,2018-01-12,3-4级,北风,晴,11
62,良,2,16,珠海,2018-01-13,3-4级,东风,多云,10
57,良,2,18,珠海,2018-01-14,微风,无持续风向,多云,13
76,良,2,20,珠海,2018-01-15,微风,无持续风向,多云,15
92,良,2,22,珠海,2018-01-16,微风,无持续风向,多云,14
166,中度污染,4,22,珠海,2018-01-17,微风,无持续风向,多云,14
87,良,2,22,珠海,2018-01-18,微风,无持续风向,多云~小雨,16
87,良,2,20,珠海,2018-01-19,微风,无持续风向,阴~多云,16
55,良,2,21,珠海,2018-01-20,微风,无持续风向,多云~阴,16
71,良,2,22,珠海,2018-01-21,微风,无持续风向,多云,17
157,中度污染,4,22,珠海,2018-01-22,微风,无持续风向,多云,16
103,轻度污染,3,22,珠海,2018-01-23,微风,无持续风向,多云,16
54,良,2,20,珠海,2018-01-24,4-5级,东风,多云,16
43,优,1,21,珠海,2018-01-25,3-4级,东风,多云~阴,14
58,良,2,18,珠海,2018-01-26,微风,无持续风向,阴~多云,14
59,良,2,16,珠海,2018-01-27,4-5级,东风,小雨,12
70,良,2,17,珠海,2018-01-28,4-5级,北风,小雨,9
31,优,1,10,珠海,2018-01-29,4-5级,北风,小雨,8
62,良,2,10,珠海,2018-01-30,3-4级,北风,小到中雨,7
30,优,1,8,珠海,2018-01-31,4-5级,北风,阵雨~多云,6
74,良,2,14,珠海,2018-02-01,微风,无持续风向,晴,9
74,良,2,13,珠海,2018-02-02,4-5级,北风,多云,8
64,良,2,13,珠海,2018-02-03,4-5级,北风,多云,5
82,良,2,15,珠海,2018-02-04,5-6级,北风,多云,8
59,良,2,12,珠海,2018-02-05,4-5级,北风,多云,7
68,良,2,13,珠海,2018-02-06,微风,无持续风向,多云,6
83,良,2,16,珠海,2018-02-07,微风,无持续风向,多云,9
67,良,2,16,珠海,2018-02-08,微风,无持续风向,多云,12
70,良,2,19,珠海,2018-02-09,微风,无持续风向,多云,14
110,轻度污染,3,19,珠海,2018-02-10,微风,无持续风向,阴,11
84,良,2,18,珠海,2018-02-11,微风,无持续风向,多云~晴,12
69,良,2,17,珠海,2018-02-12,3-4级,北风,多云,11
65,良,2,21,珠海,2018-02-13,微风,无持续风向,多云,13
60,良,2,20,珠海,2018-02-14,微风,无持续风向,多云,14
63,良,2,23,珠海,2018-02-15,微风,无持续风向,多云,17
107,轻度污染,3,23,珠海,2018-02-16,微风,无持续风向,多云,16
75,良,2,23,珠海,2018-02-17,3-4级,东风,多云~小雨,17
50,优,1,22,珠海,2018-02-18,微风,无持续风向,多云,18
58,良,2,24,珠海,2018-02-19,微风,无持续风向,阴,18
45,优,1,24,珠海,2018-02-20,微风,无持续风向,阴,16
49,优,1,22,珠海,2018-02-21,微风,无持续风向,阴~小雨,13
25,优,1,16,珠海,2018-02-22,3-4级,北风,小雨,13
28,优,1,17,珠海,2018-02-23,微风,无持续风向,阴,15
52,良,2,19,珠海,2018-02-24,微风,无持续风向,阵雨~阴,16
73,良,2,20,珠海,2018-02-25,3-4级,北风,小雨~阴,13
30,优,1,21,珠海,2018-02-26,微风,无持续风向,多云,15
37,优,1,22,珠海,2018-02-27,4-5级,东风,多云,17
50,优,1,22,珠海,2018-02-28,微风,无持续风向,小雨~多云,17
49,优,1,24,珠海,2018-03-01,微风,无持续风向,多云~阴,19
53,良,2,22,珠海,2018-03-02,微风,无持续风向,阴,19
47,优,1,25,珠海,2018-03-03,微风,无持续风向,多云,20
32,优,1,26,珠海,2018-03-04,微风,无持续风向,小雨,21
30,优,1,26,珠海,2018-03-05,微风,无持续风向,阵雨~阴,19
40,优,1,21,珠海,2018-03-06,3-4级,东风,阴,18
36,优,1,22,珠海,2018-03-07,微风,无持续风向,阴~阵雨,14
26,优,1,15,珠海,2018-03-08,5-6级,北风,小到中雨~多云,12
38,优,1,17,珠海,2018-03-09,3-4级,北风,晴,13
55,良,2,20,珠海,2018-03-10,微风,无持续风向,晴,15
49,优,1,22,珠海,2018-03-11,3-4级,东风,多云,16
44,优,1,23,珠海,2018-03-12,微风,无持续风向,多云,18
48,优,1,23,珠海,2018-03-13,微风,无持续风向,多云~阵雨,19
43,优,1,22,珠海,2018-03-14,微风,无持续风向,阴~雷阵雨,18
55,良,2,24,珠海,2018-03-15,微风,无持续风向,雷阵雨,18
55,良,2,25,珠海,2018-03-16,微风,无持续风向,多云~阴,18
44,优,1,23,珠海,2018-03-17,4-5级,东风,雾,18
40,优,1,25,珠海,2018-03-18,4-5级,东风,雾,19
50,优,1,27,珠海,2018-03-19,微风,无持续风向,小到中雨~中到大雨,16
37,优,1,22,珠海,2018-03-20,4-5级,北风,多云,12
41,优,1,21,珠海,2018-03-21,3-4级,北风,多云,13
49,优,1,22,珠海,2018-03-22,微风,无持续风向,晴~多云,14
57,良,2,23,珠海,2018-03-23,微风,无持续风向,多云,16
65,良,2,23,珠海,2018-03-24,微风,无持续风向,多云,18
56,良,2,23,珠海,2018-03-25,微风,无持续风向,多云,17
64,良,2,24,珠海,2018-03-26,微风,无持续风向,阴~多云,18
80,良,2,24,珠海,2018-03-27,微风,无持续风向,多云,18
60,良,2,27,珠海,2018-03-28,微风,无持续风向,多云,19
53,良,2,25,珠海,2018-03-29,微风,无持续风向,多云,20
53,良,2,25,珠海,2018-03-30,微风,无持续风向,多云,20
35,优,1,27,珠海,2018-03-31,微风,无持续风向,多云,19
48,优,1,28,珠海,2018-04-01,微风,无持续风向,多云,20
53,良,2,27,珠海,2018-04-02,微风,无持续风向,多云,20
48,优,1,27,珠海,2018-04-03,微风,无持续风向,多云,22
43,优,1,27,珠海,2018-04-04,微风,无持续风向,多云,21
38,优,1,28,珠海,2018-04-05,微风,无持续风向,多云,21
48,优,1,25,珠海,2018-04-06,5-6级,北风,小雨,14
77,良,2,20,珠海,2018-04-07,4-5级,北风,阵雨~多云,16
81,良,2,24,珠海,2018-04-08,3-4级,东南风,多云,16
76,良,2,25,珠海,2018-04-09,微风,无持续风向,多云,20
49,优,1,27,珠海,2018-04-10,微风,无持续风向,多云,20
45,优,1,28,珠海,2018-04-11,微风,无持续风向,阴~多云,22
30,优,1,29,珠海,2018-04-12,微风,无持续风向,多云,22
22,优,1,28,珠海,2018-04-13,微风,无持续风向,多云~阴,23
23,优,1,28,珠海,2018-04-14,微风,无持续风向,雷阵雨,21
47,优,1,24,珠海,2018-04-15,4-5级,北风,雷阵雨,18
39,优,1,19,珠海,2018-04-16,微风,无持续风向,中到大雨~小雨,17
59,良,2,23,珠海,2018-04-17,微风,无持续风向,阴,16
57,良,2,24,珠海,2018-04-18,微风,无持续风向,多云,21
55,良,2,25,珠海,2018-04-19,微风,无持续风向,多云~雷阵雨,22
53,良,2,26,珠海,2018-04-20,4-5级,东风,雷阵雨,22
51,良,2,27,珠海,2018-04-21,3-4级,东南风,阴,22
48,优,1,28,珠海,2018-04-22,微风,无持续风向,雷阵雨,23
30,优,1,28,珠海,2018-04-23,微风,无持续风向,雷阵雨~小到中雨,23
40,优,1,25,珠海,2018-04-24,微风,无持续风向,大到暴雨~雷阵雨,21
50,优,1,26,珠海,2018-04-25,微风,无持续风向,阴~阵雨,21
58,良,2,25,珠海,2018-04-26,微风,无持续风向,小到中雨~雷阵雨,22
79,良,2,25,珠海,2018-04-27,微风,无持续风向,小雨,21
52,良,2,27,珠海,2018-04-28,微风,无持续风向,雷阵雨~多云,23
47,优,1,29,珠海,2018-04-29,微风,无持续风向,多云,23
44,优,1,29,珠海,2018-04-30,微风,无持续风向,多云~阴,24
29,优,1,29,珠海,2018-05-01,微风,无持续风向,多云,24
26,优,1,29,珠海,2018-05-02,微风,无持续风向,阴,24
62,良,2,29,珠海,2018-05-03,微风,无持续风向,雷阵雨,23
40,优,1,28,珠海,2018-05-04,4-5级,东风,雷阵雨,24
41,优,1,28,珠海,2018-05-05,微风,无持续风向,雷阵雨,24
32,优,1,28,珠海,2018-05-06,3-4级,南风,雷阵雨,23
21,优,1,28,珠海,2018-05-07,3-4级,南风,中到大雨,22
31,优,1,27,珠海,2018-05-08,微风,无持续风向,雷阵雨~小到中雨,24
32,优,1,26,珠海,2018-05-09,4-5级,东风,中到大雨~中雨,23
43,优,1,26,珠海,2018-05-10,5-6级,东风,中雨~雷阵雨,23
49,优,1,27,珠海,2018-05-11,3-4级,东南风,小到中雨~雷阵雨,24
43,优,1,28,珠海,2018-05-12,微风,无持续风向,多云,24
28,优,1,30,珠海,2018-05-13,微风,无持续风向,多云,24
26,优,1,31,珠海,2018-05-14,3-4级,南风,多云,25
21,优,1,32,珠海,2018-05-15,微风,无持续风向,多云,26
19,优,1,30,珠海,2018-05-16,微风,无持续风向,多云,25
21,优,1,31,珠海,2018-05-17,3-4级,南风,多云,25
24,优,1,31,珠海,2018-05-18,微风,无持续风向,多云,25
22,优,1,33,珠海,2018-05-19,微风,无持续风向,多云,26
23,优,1,33,珠海,2018-05-20,微风,无持续风向,多云,27
21,优,1,33,珠海,2018-05-21,微风,无持续风向,多云,27
21,优,1,33,珠海,2018-05-22,微风,无持续风向,多云,27
34,优,1,32,珠海,2018-05-23,微风,无持续风向,多云,27
25,优,1,32,珠海,2018-05-24,微风,无持续风向,多云,27
21,优,1,32,珠海,2018-05-25,3-4级,南风,多云,27
22,优,1,32,珠海,2018-05-26,1-2级,南风,多云,27
26,优,1,33,珠海,2018-05-27,微风,无持续风向,多云~晴,26
65,良,2,33,珠海,2018-05-28,微风,无持续风向,多云,27
40,优,1,31,珠海,2018-05-29,微风,无持续风向,多云,26
27,优,1,33,珠海,2018-05-30,微风,无持续风向,多云,27
24,优,1,31,珠海,2018-05-31,微风,无持续风向,雷阵雨~多云,26
99,良,2,20,天津,2017-04-01,1-2级,西北风,晴,10
120,轻度污染,3,23,天津,2017-04-02,1-2级,西南风,多云~晴,12
158,中度污染,4,24,天津,2017-04-03,1-2级,东南风,多云~阴,13
130,轻度污染,3,21,天津,2017-04-04,1-2级,东南风,霾~小雨,12
73,良,2,18,天津,2017-04-05,1-2级,东南风,阴~多云,11
124,轻度污染,3,23,天津,2017-04-06,1-2级,西北风,晴~多云,13
91,良,2,21,天津,2017-04-07,1-2级,东南风,阴~小雨,11
98,良,2,18,天津,2017-04-08,4-5级,东北风,小雨~晴,8
79,良,2,18,天津,2017-04-09,1-2级,东南风,晴~多云,10
80,良,2,20,天津,2017-04-10,1-2级,西南风,多云,10
77,良,2,21,天津,2017-04-11,3-4级,北风,晴,9
106,轻度污染,3,24,天津,2017-04-12,1-2级,东风,晴~多云,12
114,轻度污染,3,23,天津,2017-04-13,3-4级,西南风,阴~多云,12
97,良,2,26,天津,2017-04-14,1-2级,西南风,多云~晴,14
119,轻度污染,3,31,天津,2017-04-15,1-2级,西南风,晴~多云,16
142,轻度污染,3,26,天津,2017-04-16,3-4级,南风,阴,13
139,轻度污染,3,26,天津,2017-04-17,1-2级,西北风,多云,15
92,良,2,23,天津,2017-04-18,4-5级,西北风,晴~阴,11
84,良,2,19,天津,2017-04-19,3-4级,东南风,阴,10
108,轻度污染,3,22,天津,2017-04-20,1-2级,西南风,小雨,11
72,良,2,22,天津,2017-04-21,3-4级,北风,多云~晴,11
91,良,2,28,天津,2017-04-22,4-5级,西南风,晴~阴,15
80,良,2,24,天津,2017-04-23,4-5级,北风,多云~阵雨,13
95,良,2,25,天津,2017-04-24,1-2级,北风,多云~晴,12
61,良,2,21,天津,2017-04-25,3-4级,北风,多云,11
65,良,2,23,天津,2017-04-26,3-4级,西北风,晴,12
68,良,2,26,天津,2017-04-27,3-4级,西北风,晴,15
73,良,2,29,天津,2017-04-28,3-4级,西北风,晴,17
83,良,2,33,天津,2017-04-29,1-2级,西南风,晴~多云,19
131,轻度污染,3,25,天津,2017-04-30,1-2级,东南风,晴,16
88,良,2,25,天津,2017-05-01,3-4级,东风,阴,16
106,轻度污染,3,28,天津,2017-05-02,3-4级,东南风,阴~多云,16
78,良,2,27,天津,2017-05-03,3-4级,东南风,阴~阵雨,14
273,重度污染,5,26,天津,2017-05-04,1-2级,南风,多云,16
287,重度污染,5,21,天津,2017-05-05,5-6级,西北风,阴~晴,14
97,良,2,26,天津,2017-05-06,1-2级,西北风,晴,14
103,轻度污染,3,31,天津,2017-05-07,3-4级,西南风,晴~多云,18
132,轻度污染,3,31,天津,2017-05-08,3-4级,西南风,多云,19
75,良,2,28,天津,2017-05-09,3-4级,东南风,多云~阵雨,17
74,良,2,28,天津,2017-05-10,3-4级,西北风,阵雨~晴,18
117,轻度污染,3,30,天津,2017-05-11,5-6级,西北风,浮尘,16
187,中度污染,4,30,天津,2017-05-12,4-5级,西南风,多云,16
94,良,2,27,天津,2017-05-13,4-5级,西北风,晴,16
58,良,2,27,天津,2017-05-14,1-2级,北风,晴~多云,16
66,良,2,27,天津,2017-05-15,3-4级,东北风,多云~晴,17
75,良,2,32,天津,2017-05-16,3-4级,西南风,晴,20
86,良,2,34,天津,2017-05-17,1-2级,西南风,晴,22
98,良,2,36,天津,2017-05-18,3-4级,西南风,晴,25
97,良,2,36,天津,2017-05-19,3-4级,西南风,多云,25
98,良,2,34,天津,2017-05-20,3-4级,南风,多云,23
74,良,2,31,天津,2017-05-21,3-4级,东南风,多云~阴,22
57,良,2,25,天津,2017-05-22,4-5级,东风,中雨~小雨,18
46,优,1,28,天津,2017-05-23,3-4级,北风,晴,18
69,良,2,33,天津,2017-05-24,1-2级,西北风,晴,20
70,良,2,27,天津,2017-05-25,3-4级,东南风,多云~晴,17
60,良,2,31,天津,2017-05-26,3-4级,东南风,晴,19
90,良,2,34,天津,2017-05-27,1-2级,南风,晴~多云,24
101,轻度污染,3,32,天津,2017-05-28,1-2级,东风,阴,21
86,良,2,26,天津,2017-05-29,4-5级,东风,阴~阵雨,19
80,良,2,25,天津,2017-05-30,3-4级,东北风,小雨~阴,19
100,良,2,33,天津,2017-05-31,1-2级,西南风,阴,19
70,良,2,29,天津,2017-06-01,3-4级,东南风,晴~多云,19
53,良,2,26,天津,2017-06-02,4-5级,东南风,阵雨~多云,17
55,良,2,28,天津,2017-06-03,1-2级,北风,晴,18
68,良,2,32,天津,2017-06-04,1-2级,西南风,多云,20
81,良,2,30,天津,2017-06-05,1-2级,南风,阴~小雨,16
58,良,2,20,天津,2017-06-06,3-4级,东北风,小雨~多云,16
73,良,2,30,天津,2017-06-07,1-2级,西北风,晴,20
85,良,2,34,天津,2017-06-08,3-4级,西南风,阴,23
82,良,2,37,天津,2017-06-09,3-4级,西南风,多云~阴,25
56,良,2,27,天津,2017-06-10,4-5级,东风,多云,20
62,良,2,30,天津,2017-06-11,3-4级,东南风,阴~小到中雨,18
63,良,2,24,天津,2017-06-12,4-5级,东风,中雨~多云,17
66,良,2,28,天津,2017-06-13,1-2级,东南风,多云~晴,20
92,良,2,35,天津,2017-06-14,3-4级,西风,晴,24
95,良,2,37,天津,2017-06-15,3-4级,西风,晴,26
98,良,2,37,天津,2017-06-16,3-4级,西南风,多云~阴,24
88,良,2,35,天津,2017-06-17,1-2级,西南风,阴,25
86,良,2,34,天津,2017-06-18,4-5级,西南风,阴~雷阵雨,23
95,良,2,31,天津,2017-06-19,1-2级,东南风,雷阵雨,22
68,良,2,32,天津,2017-06-20,1-2级,东南风,多云,21
67,良,2,31,天津,2017-06-21,3-4级,北风,阴~雷阵雨,21
67,良,2,27,天津,2017-06-22,1-2级,东风,中雨~中到大雨,21
51,良,2,27,天津,2017-06-23,3-4级,东风,阵雨~小到中雨,21
61,良,2,28,天津,2017-06-24,3-4级,东北风,阵雨~多云,21
86,良,2,30,天津,2017-06-25,1-2级,东北风,阴,22
84,良,2,33,天津,2017-06-26,1-2级,西风,晴,24
103,轻度污染,3,35,天津,2017-06-27,1-2级,南风,阴,25
105,轻度污染,3,35,天津,2017-06-28,3-4级,南风,多云,26
105,轻度污染,3,35,天津,2017-06-29,1-2级,东南风,小雨~阴,27
98,良,2,36,天津,2017-06-30,1-2级,南风,多云~晴,26
115,轻度污染,3,36,天津,2017-07-01,1-2级,东南风,阴,27
66,良,2,35,天津,2017-07-02,1-2级,东南风,多云,25
62,良,2,34,天津,2017-07-03,1-2级,东南风,晴~阴,25
64,良,2,30,天津,2017-07-04,1-2级,东风,雷阵雨~中雨,24
72,良,2,32,天津,2017-07-05,1-2级,东南风,雷阵雨,25
99,良,2,29,天津,2017-07-06,1-2级,东南风,中到大雨~中雨,23
77,良,2,34,天津,2017-07-07,1-2级,南风,多云~晴,25
94,良,2,36,天津,2017-07-08,3-4级,南风,多云~晴,28
85,良,2,35,天津,2017-07-09,1-2级,北风,雷阵雨~多云,26
72,良,2,37,天津,2017-07-10,1-2级,南风,晴,24
96,良,2,37,天津,2017-07-11,3-4级,西南风,多云,28
80,良,2,38,天津,2017-07-12,3-4级,西南风,晴,28
73,良,2,37,天津,2017-07-13,3-4级,南风,雷阵雨,28
93,良,2,35,天津,2017-07-14,3-4级,东北风,雷阵雨,25
79,良,2,32,天津,2017-07-15,1-2级,东风,阴~多云,25
72,良,2,34,天津,2017-07-16,3-4级,东风,多云,27
52,良,2,33,天津,2017-07-17,1-2级,东南风,雷阵雨,27
98,良,2,34,天津,2017-07-18,1-2级,南风,阴~雷阵雨,26
65,良,2,34,天津,2017-07-19,1-2级,南风,多云,27
89,良,2,36,天津,2017-07-20,1-2级,南风,阴~中到大雨,25
50,优,1,30,天津,2017-07-21,3-4级,东北风,中雨~小雨,24
51,良,2,29,天津,2017-07-22,1-2级,东北风,阴,24
71,良,2,30,天津,2017-07-23,1-2级,东北风,雷阵雨~中雨,26
113,轻度污染,3,30,天津,2017-07-24,1-2级,东北风,阴~多云,25
82,良,2,31,天津,2017-07-25,3-4级,东北风,阵雨~阴,26
59,良,2,29,天津,2017-07-26,1-2级,东南风,中雨,22
94,良,2,29,天津,2017-07-27,1-2级,西北风,多云,23
104,轻度污染,3,29,天津,2017-07-28,1-2级,东南风,阴,22
66,良,2,31,天津,2017-07-29,1-2级,西南风,阴~多云,23
74,良,2,32,天津,2017-07-30,1-2级,西南风,晴,24
79,良,2,32,天津,2017-07-31,1-2级,东南风,晴~多云,25
59,良,2,31,天津,2017-08-01,1-2级,东南风,多云~小雨,26
47,优,1,31,天津,2017-08-02,3-4级,东风,中雨~大雨,23
44,优,1,33,天津,2017-08-03,1-2级,西风,多云~晴,26
81,良,2,36,天津,2017-08-04,1-2级,东南风,晴~多云,28
65,良,2,35,天津,2017-08-05,1-2级,东南风,阴~雷阵雨,26
75,良,2,34,天津,2017-08-06,1-2级,西北风,晴,26
69,良,2,35,天津,2017-08-07,1-2级,西北风,多云,27
79,良,2,34,天津,2017-08-08,1-2级,南风,阴~雷阵雨,25
57,良,2,29,天津,2017-08-09,1-2级,东北风,雷阵雨,23
83,良,2,34,天津,2017-08-10,1-2级,东北风,晴,26
113,轻度污染,3,34,天津,2017-08-11,1-2级,东南风,雷阵雨,23
80,良,2,32,天津,2017-08-12,1-2级,南风,雷阵雨,23
74,良,2,30,天津,2017-08-13,3-4级,东北风,阴~小雨,22
44,优,1,30,天津,2017-08-14,1-2级,东北风,阴~多云,22
61,良,2,32,天津,2017-08-15,1-2级,北风,多云~雷阵雨,24
65,良,2,30,天津,2017-08-16,1-2级,东南风,中雨,22
66,良,2,29,天津,2017-08-17,1-2级,东北风,多云,23
65,良,2,31,天津,2017-08-18,3-4级,东风,阵雨,23
53,良,2,29,天津,2017-08-19,4-5级,东风,阵雨~阴,23
72,良,2,31,天津,2017-08-20,1-2级,东南风,多云,23
67,良,2,32,天津,2017-08-21,1-2级,南风,阴,25
91,良,2,30,天津,2017-08-22,1-2级,南风,雷阵雨~中雨,24
88,良,2,30,天津,2017-08-23,1-2级,西北风,小雨~多云,24
67,良,2,32,天津,2017-08-24,1-2级,北风,晴,23
57,良,2,32,天津,2017-08-25,1-2级,西北风,晴,22
65,良,2,30,天津,2017-08-26,1-2级,西风,多云,22
40,优,1,25,天津,2017-08-27,1-2级,东南风,小雨~中雨,19
53,良,2,26,天津,2017-08-28,3-4级,北风,阴~晴,18
52,良,2,27,天津,2017-08-29,1-2级,东北风,多云~晴,19
44,优,1,29,天津,2017-08-30,3-4级,西南风,晴~多云,20
62,良,2,30,天津,2017-08-31,1-2级,西南风,多云,20
82,良,2,29,天津,2017-09-01,1-2级,西风,多云~阴,20
69,良,2,28,天津,2017-09-02,1-2级,西南风,多云,20
87,良,2,29,天津,2017-09-03,1-2级,西南风,阴,21
80,良,2,30,天津,2017-09-04,1-2级,西南风,阴,21
84,良,2,29,天津,2017-09-05,1-2级,西南风,阴~多云,20
91,良,2,31,天津,2017-09-06,1-2级,西风,多云~晴,21
100,良,2,33,天津,2017-09-07,1-2级,西南风,晴~多云,22
104,轻度污染,3,31,天津,2017-09-08,1-2级,东风,多云,22
